area,year,barley,beef_and_buffalo_meat_primary,cereals_primary,eggs_primary,fruit_primary,meat_poultry,milk_total,potatoes,sheep_and_goat_meat,vegetables_primary,wheat,temp_change,people_employed_000,pesticide_used_tonnes,total_precipitation,total_population,agriculture_value,country_code
Czechia,2008-01-01,4651.5,2924.0,5362.8,163674.0,7805.4,13549.0,69592.0,25834.6,147.0,18553.5,5772.6,1.648,642.62,5440.0,775.40906,10378.583,3414.01933,CZE
Czechia,2009-01-01,4404.0,2860.0,5073.9,166830.0,6955.3,14153.0,70553.0,26189.8,146.0,19619.0,5242.5,1.429,633.98,4759.9,859.3052,10421.51,2659.759744,CZE
Czechia,2010-01-01,4073.9,2907.0,4695.8,177794.0,4973.1,14129.0,70902.0,24564.3,146.0,17170.5,4992.4,0.413,645.71,4957.4,963.55493,10464.749,2162.397078,CZE
Czechia,2011-01-01,4865.3,2904.0,5592.6,176482.0,5896.6,14047.0,73202.0,30447.3,147.0,21208.3,5692.1,1.042,646.82,5306.06,693.8594,10496.379,3072.68626,CZE
Czechia,2012-01-01,4227.9,2888.0,4529.5,176973.0,5793.7,14215.0,76333.0,27980.5,190.0,19927.7,4315.6,1.581,628.52,5345.4,805.603,10511.065,3324.173158,CZE
Czechia,2013-01-01,4566.8,2929.0,5309.3,177115.0,6694.1,14248.0,76444.0,23117.9,194.0,20344.6,5667.6,0.78,631.75,6188.56,825.2688,10514.552,3588.498043,CZE
Czechia,2014-01-01,5611.8,2939.0,6219.8,172049.0,6397.7,14276.0,79128.0,29072.6,203.0,23461.1,6510.4,2.504,625.91,5663.37,789.8546,10517.182,3730.217993,CZE
Czechia,2015-01-01,5441.8,2953.0,5880.6,173016.0,8297.8,13405.0,82173.0,22263.3,204.0,19696.4,6355.9,2.109,650.92,6310.84,667.16565,10523.798,3033.568779,CZE
Czechia,2016-01-01,5665.1,2975.0,6317.0,173905.0,7135.6,13588.0,82790.0,29879.8,207.0,21937.3,6495.9,2.063,661.25,5942.73,794.29395,10527.591,3046.205149,CZE
Czechia,2017-01-01,5225.0,2934.0,5497.5,177563.0,6554.0,13568.0,84445.0,29420.2,206.0,23101.2,5670.5,1.579,635.04,5248.38,807.6023,10531.305,3372.898516,CZE
Czechia,2018-01-01,4945.9,3024.0,5206.9,169511.0,9446.7,13633.0,88163.0,25494.1,206.0,21249.7,5389.6,2.634,670.52,5178.12,634.38116,10534.593,3916.858095,CZE
Czechia,2019-01-01,5376.0,3050.0,5653.2,177378.0,6304.7,13840.25,87314.0,27199.7,203.0,24611.0,5732.5,2.523,664.41,5052.76,754.52,10536.871,3924.603997,CZE
Czechia,2020-01-01,5471.9,3089.0,6042.7,185534.33333333334,7557.7,14047.5,91530.0,29154.9,205.0,25223.6,6138.9,2.322,618.55,4359.75,880.84467,10530.953,3994.355942,CZE
Czechia,2021-01-01,5353.3,3081.0,6113.0,193690.66666666666,7457.1,14254.75,91346.0,29441.7,205.0,25346.5,6321.4,1.281,571.42,4479.84,880.7241,10510.751,4344.140418,CZE
Denmark,2000-01-01,5370.5,2473.0,6216.0,201847.0,7293.0,14462.0,74211.0,42486.3,214.0,22333.5,7479.7,1.707,346.23,3174.0,847.54553,5340.655,3137.166236,DNK
Denmark,2001-01-01,5332.1,2492.0,6126.6,216203.0,6236.6,15052.0,73040.0,40382.8,211.0,24583.4,7355.9,1.031,337.27,3311.0,840.2585,5360.748,3404.013936,DNK
Denmark,2002-01-01,4998.0,2452.0,5761.8,223378.0,6345.8,14901.0,73089.0,39906.6,208.0,26029.0,7034.5,1.64,311.51,2868.0,872.804,5378.697,2680.481706,DNK
Denmark,2003-01-01,5318.7,2468.0,6096.6,218860.0,9405.3,14574.0,76264.0,39119.1,213.0,26442.7,7076.8,0.696,310.96,2954.0,666.75323,5396.355,3040.373438,DNK
Denmark,2004-01-01,5148.6,2472.0,6013.1,225299.0,11407.3,14091.0,77572.0,39741.5,204.0,27053.1,7140.6,1.023,318.95,2899.0,837.38983,5415.586,3592.226205,DNK
Denmark,2005-01-01,5385.3,2556.0,6153.4,250000.0,10849.1,15154.0,81238.0,39410.0,199.0,27811.9,7232.8,1.274,329.32,3246.0,703.6467,5436.313,2534.7672,DNK
Denmark,2006-01-01,4815.6,2610.0,5778.4,279087.0,9918.5,15660.0,84085.0,35264.2,207.0,27099.1,6996.4,1.341,327.99,3212.0,861.4709,5457.864,2722.248522,DNK
Denmark,2007-01-01,4915.6,2610.0,5675.8,245747.0,10390.8,16610.0,85255.0,38564.7,204.0,27943.4,6561.0,2.129,338.81,3336.0,917.5121,5479.722,3159.105891,DNK
Denmark,2008-01-01,4734.4,2601.0,6017.4,230048.0,9964.6,17456.0,84591.0,41633.9,196.0,27301.5,7863.8,1.854,292.8,4145.0,815.2575,5502.751,2388.302508,DNK
Denmark,2009-01-01,5723.1,2627.0,6779.0,225433.0,10842.5,16731.0,85487.0,41586.1,204.0,25301.3,8037.3,1.318,276.08,2836.0,792.0068,5526.452,2174.399436,DNK
Denmark,2010-01-01,5183.1,2646.0,5875.9,195836.0,9667.3,17211.0,86402.0,35267.5,202.0,26910.6,6626.4,-0.201,254.33,3894.0,774.97284,5550.849,3246.3513,DNK
Denmark,2011-01-01,5391.2,2586.0,5886.5,205987.0,11014.0,17616.0,86364.0,38942.3,204.0,27903.1,6467.2,0.677,247.13,4549.75,800.2204,5576.016,3825.15698,DNK
Denmark,2012-01-01,5610.6,2554.0,6309.7,202575.0,7812.5,18417.0,85067.0,42131.6,168.0,27863.7,7368.7,1.145,260.88,5959.62,881.1772,5600.959,4742.032736,DNK
Denmark,2013-01-01,5730.3,2586.0,6316.6,176558.0,11281.0,15580.0,87659.0,41573.2,204.0,28136.3,7299.2,0.401,259.44,4197.1,733.3232,5625.385,3707.928378,DNK
Denmark,2014-01-01,5869.6,2592.0,6752.1,173041.0,10362.3,15508.0,92265.0,43119.4,207.0,30579.0,7783.3,2.668,262.51,1821.89,853.61584,5650.653,4129.892813,DNK
Denmark,2015-01-01,6108.0,2616.0,6884.7,180090.0,12283.7,15180.0,95477.0,41412.8,216.0,28157.4,7952.7,1.507,282.77,2583.75,962.9953,5677.796,2237.962372,DNK
Denmark,2016-01-01,5587.2,2608.0,6222.0,185640.0,11997.1,15176.0,95426.0,42478.6,205.0,29642.8,7206.7,1.839,269.67,2586.88,753.78033,5706.857,2358.437529,DNK
Denmark,2017-01-01,5999.8,2631.0,6916.5,142972.0,9545.5,14970.0,97488.0,43682.1,207.0,29592.9,8240.9,1.61,264.59,2706.11,925.9954,5737.284,3666.996685,DNK
Denmark,2018-01-01,4331.9,2640.0,4888.8,135953.33333333334,12020.9,14174.0,98512.0,34746.2,210.0,24904.1,6162.4,2.096,276.38,2646.13,650.0155,5766.686,2936.184052,DNK
Denmark,2019-01-01,6215.0,2690.0,6928.9,128934.66666666667,10230.2,15143.0,99734.0,42481.5,226.0,23845.4,8095.7,2.167,278.5,2660.87,941.4722,5795.878,3778.921244,DNK
Denmark,2020-01-01,6363.3,2704.0,6926.3,121916.0,12649.2,16049.0,100283.0,43995.2,184.0,23968.8,8098.7,2.625,263.59,3167.46,835.8943,5825.641,4333.291315,DNK
Denmark,2021-01-01,5569.8,2699.0,6355.0,155856.0,11402.8,15948.0,100966.0,42252.7,207.0,20691.1,7526.7,1.685,263.05,2974.53,821.4956,5854.24,3816.143045,DNK
Estonia,2000-01-01,2105.0,1438.0,2114.7,189796.0,2279.1,15376.0,44780.0,15265.4,196.0,13734.7,2128.5,2.046,137.72,315.0,759.66187,1396.877,141.023706,EST
Estonia,2001-01-01,2010.7,1656.0,2037.0,156215.0,1459.1,15638.0,51196.0,15524.9,190.0,14821.1,2230.2,1.817,127.58,329.0,807.317,1387.995,159.130813,EST
Estonia,2002-01-01,1919.0,1781.0,2024.0,164359.0,1614.7,15256.0,46584.0,13159.9,187.0,12075.0,2302.5,1.46,135.62,331.0,603.761,1379.24,157.945207,EST
Estonia,2003-01-01,1929.6,1712.0,1921.7,168447.0,674.6,16085.0,51820.0,14393.3,198.0,16181.4,2157.4,0.208,134.46,323.0,702.7277,1370.66,200.773382,EST
Estonia,2004-01-01,2306.6,1805.0,2330.3,180745.0,520.3,15599.0,54916.0,10341.6,190.0,14136.6,2508.3,1.154,131.97,351.0,786.2114,1362.48,249.001975,EST
Estonia,2005-01-01,2543.7,1871.0,2694.4,162475.0,1435.0,16251.0,56768.0,15027.7,216.0,19220.9,3081.8,1.583,133.63,386.0,640.3545,1354.662,265.38901,EST
Estonia,2006-01-01,2130.8,1961.0,2209.9,160084.0,622.3,15449.0,60381.0,13260.8,215.0,20007.5,2417.3,1.25,133.33,452.0,588.1199,1346.709,297.934865,EST
Estonia,2007-01-01,2665.5,2078.0,3009.1,172469.0,772.6,15006.0,62489.0,17197.7,191.0,23574.8,3474.6,2.255,126.6,460.0,778.1093,1340.574,406.907843,EST
Estonia,2008-01-01,2557.5,2109.0,2792.8,166455.0,673.4,15392.0,65801.0,14227.3,205.0,24129.8,3183.1,2.587,107.82,551.0,921.9329,1337.011,327.156565,EST
Estonia,2009-01-01,2679.5,2154.0,2760.5,167891.0,1106.5,16850.0,67576.0,15275.2,191.0,23517.8,3014.6,1.604,92.67,402.0,804.7174,1334.552,247.569057,EST
Estonia,2010-01-01,2431.5,2218.0,2464.2,196644.0,714.9,16399.0,68074.0,17456.2,185.0,24434.2,2744.0,0.53,82.26,514.0,827.48566,1331.535,309.663208,EST
Estonia,2011-01-01,2493.7,2135.0,2598.9,200545.0,828.6,16710.0,69787.0,17836.1,187.0,27504.7,2806.5,1.29,88.24,460.0,719.7168,1327.429,431.288989,EST
Estonia,2012-01-01,3131.2,2455.0,3412.0,154899.0,746.4,16166.0,72853.0,18217.5,180.0,21032.8,3899.4,1.45,94.73,553.0,936.0969,1322.682,460.234979,EST
Estonia,2013-01-01,3313.3,2701.0,3135.6,158996.0,1139.9,16302.0,77282.0,19355.8,186.0,26017.8,3275.4,1.165,99.26,567.79,637.92993,1317.982,440.365977,EST
Estonia,2014-01-01,3641.5,2339.0,3669.6,203553.0,771.6,17599.0,80597.0,18328.1,178.0,21326.8,3986.4,2.414,99.85,596.39,707.256,1314.526,459.741002,EST
Estonia,2015-01-01,4235.9,2864.0,4381.6,198469.0,986.8,17518.0,80323.0,20206.9,168.0,25325.6,4788.5,2.349,107.29,594.55,691.13116,1314.657,309.79971,EST
Estonia,2016-01-01,2640.6,3450.0,2658.4,166369.0,1339.6,17087.0,88895.0,15921.0,292.0,18998.2,2768.5,1.914,103.2,713.78,800.95154,1315.926,170.336356,EST
Estonia,2017-01-01,4153.5,2955.0,3967.3,154199.0,942.5,17342.0,89440.0,16923.2,276.0,16254.4,4201.8,1.482,101.07,700.08,832.7084,1317.549,316.378681,EST
Estonia,2018-01-01,2509.2,2443.0,2624.9,207021.0,2142.3,16890.0,85010.4,17746.2,182.0,24317.8,2912.9,2.394,102.02,636.07,583.99097,1322.148,249.061325,EST
Estonia,2019-01-01,4240.1,2502.0,4458.6,167918.0,1473.2,16397.5,80580.8,23567.6,194.0,26468.8,5069.9,2.194,102.83,745.15,778.66614,1327.039,313.02809,EST
Estonia,2020-01-01,4292.2,2480.0,4411.5,153144.0,1439.9,15905.0,76151.2,26150.9,209.0,28521.3,5001.9,3.598,92.17,766.86,793.3733,1329.444,294.243076,EST
Estonia,2021-01-01,3261.8,2558.0,3502.4,195896.0,1396.2,15412.5,71721.6,21308.7,209.0,31810.8,4090.4,2.135,86.24,885.92,758.8912,1328.701,353.963597,EST
Finland,2000-01-01,3550.6,2485.0,3498.7,188103.0,2205.0,14920.0,67292.0,24385.1,183.0,24149.9,3600.7,2.031,423.7,3608.08,751.7471,5176.209,1572.690888,FIN
Finland,2001-01-01,3263.9,2563.0,3164.4,176515.0,2255.2,15672.0,71297.0,24426.7,188.0,24377.7,3381.1,1.377,416.07,4077.46,658.8836,5188.002,1585.668137,FIN
Finland,2002-01-01,3327.0,2676.0,3295.0,170246.0,2267.1,16790.0,71971.0,26177.9,190.0,24886.7,3258.5,1.179,416.99,4731.01,566.95374,5200.596,1660.154565,FIN
Finland,2003-01-01,3205.7,2771.0,3178.0,186340.0,1929.3,17899.0,72050.0,21512.2,188.0,24370.6,3549.4,0.717,394.24,4735.83,623.7296,5212.989,1907.375656,FIN
Finland,2004-01-01,3243.1,2847.0,3210.6,188661.0,2036.8,17958.0,74670.0,22688.6,184.0,24717.2,3473.8,1.239,378.51,4765.83,747.8675,5228.141,2088.494037,FIN
Finland,2005-01-01,3540.2,2831.0,3422.9,186061.0,2278.4,17776.0,76334.0,25699.0,183.0,28816.9,3730.4,2.209,381.46,4956.24,711.1519,5246.071,2018.355469,FIN
Finland,2006-01-01,3499.7,2867.0,3293.8,182726.0,2290.2,17634.0,77984.0,20560.7,184.0,26217.2,3557.5,1.21,372.56,5254.09,608.1205,5266.251,1456.455311,FIN
Finland,2007-01-01,3721.0,2942.0,3654.7,181876.0,2187.6,18813.0,79563.0,25699.6,192.0,27202.9,3932.9,1.952,373.03,4064.95,749.01483,5288.689,2037.946314,FIN
Finland,2008-01-01,3635.5,2978.0,3542.3,182759.0,2484.7,19293.0,79885.0,26122.1,185.0,26365.7,3640.8,2.135,349.67,3806.2,794.3022,5313.35,1885.231691,FIN
Finland,2009-01-01,3864.4,3010.0,3760.4,184211.0,2721.1,19408.0,80402.0,28609.8,184.0,28646.2,4102.7,1.699,322.91,4804.83,608.668,5338.815,2042.11094,FIN
Finland,2010-01-01,3210.8,3076.0,3135.3,181202.0,2439.2,17571.0,80744.0,26154.8,191.0,27469.9,3429.9,0.243,314.32,3806.97,651.86316,5363.271,2124.376828,FIN
Finland,2011-01-01,3505.3,3055.0,3521.7,190073.0,3145.6,17671.0,80577.0,27594.3,195.0,29011.7,3846.9,1.352,317.77,4043.94,754.558,5388.166,1965.649091,FIN
Finland,2012-01-01,3504.0,3013.0,3533.6,196091.0,3219.5,17643.0,80978.0,23652.2,196.0,25968.8,3902.8,1.539,312.33,4283.01,849.9463,5413.859,1901.596001,FIN
Finland,2013-01-01,3851.5,2993.0,3689.5,194930.0,3174.0,17595.0,82221.0,28131.2,194.0,28462.8,3821.5,1.426,308.35,3274.71,692.63226,5438.872,1874.769682,FIN
Finland,2014-01-01,3732.7,3025.0,3691.4,184088.0,3231.7,17583.0,84138.0,27286.4,198.0,29777.2,4069.6,2.591,305.75,3505.66,680.9275,5461.44,1874.674776,FIN
Finland,2015-01-01,3474.3,3055.0,3613.9,198804.0,3538.5,17675.0,85424.0,24296.8,201.0,26770.2,4103.0,2.614,304.81,4009.55,831.87006,5479.461,1386.333473,FIN
Finland,2016-01-01,3626.3,3044.0,3573.3,201639.0,3177.3,18137.0,86021.0,27078.3,200.0,26589.2,3830.3,2.153,295.0,4591.6,769.3875,5495.219,1467.863315,FIN
Finland,2017-01-01,4075.1,3094.0,3957.9,196343.0,3397.3,17855.0,87497.0,28863.2,202.0,22616.1,4127.6,1.488,284.81,4365.91,771.7615,5508.14,1499.086921,FIN
Finland,2018-01-01,3340.4,3133.0,3052.7,169834.0,1908.2,17711.0,90953.0,28051.4,205.0,22486.7,2821.1,2.16,294.23,4901.62,611.7351,5515.461,1587.202861,FIN
Finland,2019-01-01,4277.4,3222.0,4257.5,176019.0,4184.8,17567.0,91695.0,28920.6,207.0,25025.7,4626.4,1.454,306.62,4034.15,769.56396,5521.537,1785.561843,FIN
Finland,2020-01-01,3565.3,3290.0,3589.3,180244.0,3275.6,18023.0,94144.0,30164.3,205.0,24929.9,3453.8,3.321,276.7,4916.94,830.87866,5529.468,1922.316051,FIN
Finland,2021-01-01,2694.9,3297.0,2777.3,184268.0,4291.4,17984.0,93142.0,27486.0,206.0,24162.9,3235.2,1.942,303.01,4099.76,773.20557,5535.992,1719.209386,FIN
France,2000-01-01,6330.0,2790.0,7231.5,201387.0,11195.0,19693.0,36555.0,39598.7,170.0,22616.4,7117.5,1.173,3605.83,97878.0,1206.9763,58665.453,26045.677443,FRA
France,2001-01-01,5747.2,2687.0,6729.2,203980.0,10446.0,19390.0,36504.0,37438.5,171.0,22372.4,6616.9,1.393,3622.26,99694.0,1115.8035,59014.772,25719.680361,FRA
France,2002-01-01,6687.6,2742.0,7453.0,187821.0,10284.4,19936.0,37463.0,42380.4,171.0,22544.3,7445.5,1.055,3603.96,82448.0,1139.3085,59372.786,26865.517127,FRA
France,2003-01-01,5599.5,2764.0,6125.3,185986.0,9373.3,19473.0,37482.0,40360.8,171.0,21749.8,6250.0,1.8,3478.15,74531.0,927.7132,59728.262,31016.862592,FRA
France,2004-01-01,6765.7,2808.0,7518.7,173693.0,10862.9,19746.0,37737.0,45416.2,171.0,23543.5,7578.8,0.974,3489.37,76099.0,982.6951,60108.438,35084.713142,FRA
France,2005-01-01,6436.2,2855.0,6965.4,156765.0,10111.1,19106.0,38830.0,42222.7,172.0,23359.0,6988.7,1.021,3405.32,78265.0,935.4893,60510.079,33439.038949,FRA
France,2006-01-01,6237.9,2853.0,6800.5,185375.0,9737.3,19673.0,38773.0,40190.9,174.0,23549.8,6741.4,1.312,3430.36,71612.0,1101.4471,60919.15,31328.215739,FRA
France,2007-01-01,5577.0,2921.0,6520.6,179083.0,9459.2,19447.0,38994.0,45334.7,174.0,21980.0,6254.2,1.407,3387.4,77255.0,1087.1388,61329.376,37892.935963,FRA
France,2008-01-01,6764.4,2940.0,7252.8,172691.0,9372.3,18772.0,40139.0,43519.4,174.0,22175.7,7101.8,0.991,2830.34,78577.0,1164.2639,61721.009,39563.498628,FRA
France,2009-01-01,6836.3,2939.0,7412.4,165080.0,10019.8,18496.0,39069.0,43785.6,173.0,20957.0,7447.8,1.207,2945.89,63676.0,977.41437,62093.296,32134.768884,FRA
France,2010-01-01,6385.2,2964.0,7068.6,167602.0,9949.3,18403.0,40192.0,42156.6,170.0,21466.0,7040.5,0.391,2908.58,61903.0,1120.5485,62444.567,38592.404231,FRA
France,2011-01-01,5680.9,3021.0,6919.3,163254.0,10837.7,18227.0,42820.0,46899.1,170.0,21660.4,6656.3,1.526,2960.09,61351.89,953.65466,62775.268,42678.495564,FRA
France,2012-01-01,6738.6,3018.0,7254.5,157841.0,8956.1,18205.0,42601.0,41376.9,169.0,21483.5,7151.2,1.212,2915.01,63844.29,1103.3868,63071.416,40234.173766,FRA
France,2013-01-01,6307.9,3007.0,7084.8,161008.0,9476.4,17854.0,42248.0,43156.0,170.0,22046.3,7265.6,0.705,2991.89,66757.42,1207.9475,63335.18,37093.088254,FRA
France,2014-01-01,6647.5,3040.0,7579.1,161194.0,10445.0,18424.0,44511.0,47977.9,170.0,21903.1,7353.0,2.036,2827.81,74873.62,1131.1866,63588.491,39392.051504,FRA
France,2015-01-01,7123.7,3088.0,7590.5,161599.0,10670.1,17465.0,45045.0,42505.2,171.0,22051.8,7800.8,1.586,2899.44,66629.33,950.7198,63809.769,34650.573366,FRA
France,2016-01-01,5444.0,3101.0,5690.9,136543.0,10797.0,18328.0,46356.0,38826.7,171.0,23360.0,5289.6,1.764,2920.53,72076.25,1095.1658,63989.319,31263.165694,FRA
France,2017-01-01,6345.2,3073.0,7306.7,142941.0,9614.9,18136.0,46393.0,44046.0,172.0,23178.3,7253.8,1.764,2877.91,70458.87,1052.87,64144.086,35712.611031,FRA
France,2018-01-01,6246.0,3156.0,6829.1,150177.8,10464.2,18583.0,41829.0,39388.6,178.0,22884.8,6768.0,2.007,2866.06,83983.13,1226.1344,64277.808,41397.179387,FRA
France,2019-01-01,6977.4,3142.0,7491.9,157414.6,9607.6,18778.0,41928.0,41322.7,179.0,22506.2,7742.8,1.968,2853.07,54303.71,1078.5052,64399.759,37378.134406,FRA
France,2020-01-01,5205.9,3198.0,6394.9,164651.4,9884.7,18880.0,43052.0,40764.2,180.0,22226.1,6677.6,2.494,2747.65,64789.22,1137.014,64480.053,37820.659464,FRA
France,2021-01-01,6542.7,3195.0,7171.3,171888.2,8571.8,18905.0,42641.0,42474.7,181.0,23026.8,6928.4,1.284,2774.11,69697.52,1272.5216,64531.444,27693.260154999996,FRA
Germany,2000-01-01,5855.0,3041.0,6452.9,179125.0,17821.1,17338.0,60766.0,43343.7,221.0,31080.2,7282.6,1.765,4440.02,35273.17,918.172,81551.677,17565.860846,DEU
Germany,2001-01-01,6390.0,3125.0,7055.2,177756.0,15560.3,17985.0,61830.0,40775.8,209.0,30550.4,7882.7,1.293,4380.83,33423.49,1008.4868,81514.568,19222.199354,DEU
Germany,2002-01-01,5546.2,3081.0,6251.5,178601.0,16030.2,18522.0,62352.0,39122.6,213.0,28927.6,6905.6,1.492,4332.7,34431.72,1062.0842,81443.427,16604.369042,DEU
Germany,2003-01-01,5107.2,3090.0,5764.5,181319.0,12816.0,17839.0,64893.0,34517.7,216.0,28136.1,6498.5,1.261,4089.57,35539.26,637.5993,81346.81,18543.302976,DEU
Germany,2004-01-01,6563.8,3038.0,7355.3,183521.0,14464.7,18039.0,65372.0,44175.6,218.0,30612.3,8171.6,1.004,4007.32,34930.37,861.1517,81266.673,24371.558238,DEU
Germany,2005-01-01,5965.6,3093.0,6723.2,183603.0,15270.7,17791.0,67120.0,41979.8,219.0,30112.0,7465.1,1.031,4214.61,36386.27,843.92554,81212.168,18100.532259,DEU
Germany,2006-01-01,5908.6,3135.0,6486.6,187898.0,14595.7,17624.0,68080.0,36568.0,198.0,29243.9,7200.7,1.263,4292.44,38540.15,813.86896,81177.817,19204.887468,DEU
Germany,2007-01-01,5417.3,3192.0,6182.9,189667.0,16423.8,17031.0,69209.0,42347.0,212.0,30900.9,6961.1,2.098,4395.89,40740.64,1040.094,81183.83,22621.340952,DEU
Germany,2008-01-01,6100.4,3142.0,7118.8,191080.0,15568.8,17014.0,67393.0,43760.6,197.0,30386.5,8087.3,1.55,3708.17,43413.01,870.26526,81217.482,27380.536723,DEU
Germany,2009-01-01,6543.6,3137.0,7201.4,190463.0,15621.3,17275.0,68990.0,44304.5,208.0,32462.4,7809.1,1.287,3610.7,39289.43,900.0743,81260.615,20662.828652,DEU
Germany,2010-01-01,6291.8,3168.0,6685.2,198323.0,12329.8,20196.0,70197.0,39875.8,204.0,31101.7,7212.0,0.2,3544.76,40832.42,970.4147,81325.09,24844.878375,DEU
Germany,2011-01-01,5465.1,3147.0,6458.3,199566.0,14505.2,20186.0,71692.0,45756.5,204.0,33371.9,7013.9,1.126,3594.37,44429.92,791.7729,81423.378,30126.97814,DEU
Germany,2012-01-01,6193.4,3137.0,6964.9,183406.0,14420.3,20642.0,72501.0,44757.0,201.0,34241.4,7331.2,1.354,3576.62,46204.26,894.59076,81545.565,25612.442354,DEU
Germany,2013-01-01,6586.6,3171.0,7318.0,180741.0,13043.5,20753.0,72833.0,39825.8,200.0,31286.0,7997.9,0.588,3496.04,43525.08,908.7223,81680.591,30816.858588,DEU
Germany,2014-01-01,7347.5,3168.0,8050.3,177941.0,15555.8,21383.0,74880.0,47415.4,200.0,33817.3,8629.6,2.518,3561.3,46078.29,858.37024,81858.825,30225.648087,DEU
Germany,2015-01-01,7171.0,3161.0,7497.8,199452.0,14504.5,21577.0,75768.0,43811.6,300.0,31246.4,8087.7,1.67,3509.89,47850.64,802.5679,82073.226,18693.320554,DEU
Germany,2016-01-01,6685.7,3174.0,7182.1,202560.0,14719.2,22143.0,77019.0,44402.7,286.0,31976.5,7640.9,1.982,3462.59,46889.4,837.37,82331.423,19985.949042,DEU
